#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
6	:	1	:	6	:	744	:	280
6	:	10	:	5	:	792	:	286
6	:	50	:	6	:	785	:	286
6	:	75	:	6	:	765	:	292
6	:	100	:	6	:	790	:	290
6	:	110	:	6	:	799	:	303
6	:	120	:	5	:	805	:	291
6	:	130	:	6	:	834	:	305
6	:	140	:	6	:	1365	:	319
6	:	150	:	6	:	1346	:	295
6	:	160	:	5	:	799	:	316
6	:	170	:	5	:	735	:	322
6	:	180	:	6	:	784	:	472
6	:	182	:	6	:	758	:	477
6	:	183	:	6	:	753	:	482
6	:	184	:	6	:	800	:	481
6	:	186	:	6	:	769	:	494
6	:	188	:	6	:	774	:	483
6	:	189	:	6	:	727	:	483
6	:	190	:	6	:	774	:	495
6	:	191	:	6	:	795	:	486
6	:	192	:	6	:	835	:	482
6	:	193	:	6	:	779	:	491
6	:	194	:	6	:	772	:	494
6	:	195	:	6	:	820	:	484
6	:	196	:	6	:	798	:	482
6	:	197	:	6	:	814	:	495
6	:	198	:	6	:	799	:	494
6	:	199	:	6	:	774	:	478
6	:	200	:	6	:	808	:	491
6	:	210	:	6	:	795	:	500
