#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
19	:	1	:	18	:	852	:	565
19	:	10	:	18	:	768	:	558
19	:	50	:	18	:	811	:	563
19	:	75	:	18	:	789	:	572
19	:	100	:	18	:	782	:	574
19	:	110	:	18	:	752	:	582
19	:	120	:	18	:	800	:	589
19	:	130	:	18	:	749	:	580
19	:	140	:	18	:	782	:	587
19	:	150	:	18	:	770	:	620
19	:	160	:	18	:	846	:	667
19	:	170	:	18	:	757	:	714
19	:	180	:	18	:	746	:	756
19	:	182	:	18	:	864	:	759
19	:	183	:	18	:	765	:	769
19	:	184	:	18	:	750	:	772
19	:	186	:	18	:	816	:	774
19	:	188	:	18	:	754	:	778
19	:	189	:	18	:	806	:	781
19	:	190	:	18	:	792	:	782
19	:	191	:	18	:	831	:	785
19	:	192	:	18	:	824	:	785
19	:	193	:	18	:	778	:	785
19	:	194	:	18	:	813	:	786
19	:	195	:	18	:	859	:	785
19	:	196	:	18	:	877	:	781
19	:	197	:	18	:	887	:	783
19	:	198	:	18	:	738	:	784
19	:	199	:	18	:	822	:	775
19	:	200	:	18	:	825	:	782
19	:	210	:	18	:	756	:	788
