#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
9	:	1	:	8	:	819	:	320
9	:	10	:	8	:	818	:	324
9	:	50	:	8	:	812	:	327
9	:	75	:	9	:	776	:	322
9	:	100	:	8	:	729	:	342
9	:	110	:	8	:	748	:	342
9	:	120	:	8	:	777	:	334
9	:	130	:	8	:	806	:	356
9	:	140	:	8	:	771	:	357
9	:	150	:	8	:	801	:	347
9	:	160	:	8	:	782	:	445
9	:	170	:	8	:	818	:	493
9	:	180	:	8	:	798	:	526
9	:	182	:	8	:	801	:	527
9	:	183	:	8	:	788	:	507
9	:	184	:	8	:	727	:	513
9	:	186	:	8	:	787	:	532
9	:	188	:	8	:	806	:	528
9	:	189	:	8	:	802	:	524
9	:	190	:	8	:	798	:	529
9	:	191	:	8	:	777	:	533
9	:	192	:	9	:	794	:	529
9	:	193	:	8	:	814	:	530
9	:	194	:	8	:	805	:	531
9	:	195	:	8	:	807	:	532
9	:	196	:	8	:	787	:	529
9	:	197	:	8	:	759	:	527
9	:	198	:	8	:	806	:	531
9	:	199	:	8	:	808	:	533
9	:	200	:	8	:	738	:	530
9	:	210	:	8	:	745	:	532
