#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
7	:	1	:	6	:	782	:	288
7	:	10	:	6	:	769	:	302
7	:	50	:	7	:	766	:	295
7	:	75	:	6	:	746	:	302
7	:	100	:	6	:	754	:	304
7	:	110	:	6	:	760	:	315
7	:	120	:	6	:	770	:	305
7	:	130	:	7	:	816	:	321
7	:	140	:	6	:	768	:	328
7	:	150	:	7	:	756	:	317
7	:	160	:	6	:	768	:	333
7	:	170	:	7	:	799	:	428
7	:	180	:	6	:	797	:	473
7	:	182	:	6	:	732	:	495
7	:	183	:	7	:	761	:	504
7	:	184	:	7	:	783	:	490
7	:	186	:	6	:	747	:	496
7	:	188	:	6	:	837	:	521
7	:	189	:	6	:	802	:	508
7	:	190	:	6	:	737	:	507
7	:	191	:	6	:	760	:	520
7	:	192	:	7	:	792	:	518
7	:	193	:	6	:	750	:	502
7	:	194	:	6	:	812	:	511
7	:	195	:	6	:	824	:	518
7	:	196	:	6	:	784	:	504
7	:	197	:	6	:	766	:	504
7	:	198	:	6	:	749	:	520
7	:	199	:	7	:	782	:	508
7	:	200	:	6	:	764	:	516
7	:	210	:	6	:	806	:	519
