#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
14	:	1	:	13	:	826	:	489
14	:	10	:	13	:	789	:	493
14	:	50	:	13	:	875	:	494
14	:	75	:	13	:	787	:	510
14	:	100	:	13	:	823	:	515
14	:	110	:	13	:	769	:	510
14	:	120	:	13	:	794	:	519
14	:	130	:	13	:	854	:	521
14	:	140	:	13	:	824	:	523
14	:	150	:	13	:	787	:	537
14	:	160	:	13	:	780	:	532
14	:	170	:	14	:	1794	:	576
14	:	180	:	13	:	784	:	670
14	:	182	:	13	:	752	:	676
14	:	183	:	13	:	825	:	690
14	:	184	:	13	:	852	:	698
14	:	186	:	13	:	771	:	698
14	:	188	:	13	:	784	:	703
14	:	189	:	13	:	862	:	704
14	:	190	:	13	:	800	:	705
14	:	191	:	13	:	855	:	707
14	:	192	:	13	:	810	:	705
14	:	193	:	13	:	834	:	703
14	:	194	:	13	:	817	:	706
14	:	195	:	13	:	814	:	693
14	:	196	:	13	:	807	:	708
14	:	197	:	13	:	781	:	709
14	:	198	:	13	:	771	:	711
14	:	199	:	13	:	806	:	708
14	:	200	:	13	:	760	:	704
14	:	210	:	13	:	778	:	709
