#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
4	:	1	:	4	:	783	:	247
4	:	10	:	4	:	753	:	249
4	:	50	:	4	:	776	:	259
4	:	75	:	4	:	735	:	252
4	:	100	:	4	:	748	:	278
4	:	110	:	4	:	721	:	271
4	:	120	:	4	:	753	:	273
4	:	130	:	4	:	733	:	283
4	:	140	:	4	:	778	:	286
4	:	150	:	4	:	723	:	285
4	:	160	:	4	:	740	:	283
4	:	170	:	4	:	770	:	296
4	:	180	:	4	:	758	:	429
4	:	182	:	4	:	756	:	438
4	:	183	:	4	:	756	:	435
4	:	184	:	4	:	767	:	461
4	:	186	:	4	:	711	:	460
4	:	188	:	4	:	720	:	445
4	:	189	:	4	:	736	:	461
4	:	190	:	4	:	730	:	464
4	:	191	:	4	:	756	:	453
4	:	192	:	4	:	815	:	456
4	:	193	:	4	:	762	:	464
4	:	194	:	4	:	750	:	455
4	:	195	:	4	:	743	:	456
4	:	196	:	4	:	711	:	465
4	:	197	:	4	:	775	:	460
4	:	198	:	4	:	760	:	457
4	:	199	:	4	:	749	:	466
4	:	200	:	4	:	729	:	465
4	:	210	:	4	:	743	:	464
