#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
2	:	1	:	2	:	705	:	222
2	:	10	:	2	:	754	:	221
2	:	50	:	2	:	784	:	223
2	:	75	:	2	:	717	:	232
2	:	100	:	2	:	705	:	247
2	:	110	:	2	:	723	:	246
2	:	120	:	2	:	692	:	247
2	:	130	:	2	:	744	:	251
2	:	140	:	2	:	718	:	248
2	:	150	:	2	:	716	:	251
2	:	160	:	2	:	686	:	253
2	:	170	:	2	:	725	:	257
2	:	180	:	2	:	738	:	260
2	:	182	:	2	:	706	:	259
2	:	183	:	2	:	718	:	274
2	:	184	:	2	:	705	:	273
2	:	186	:	2	:	731	:	277
2	:	188	:	2	:	695	:	411
2	:	189	:	2	:	730	:	411
2	:	190	:	2	:	675	:	418
2	:	191	:	2	:	720	:	417
2	:	192	:	2	:	694	:	413
2	:	193	:	2	:	693	:	420
2	:	194	:	2	:	713	:	419
2	:	195	:	2	:	732	:	413
2	:	196	:	2	:	732	:	423
2	:	197	:	2	:	686	:	423
2	:	198	:	2	:	681	:	415
2	:	199	:	2	:	713	:	423
2	:	200	:	2	:	725	:	424
2	:	210	:	2	:	678	:	419
