#MEM	NOPs	L2 miss	TLB miss RDTSC cycles
5	:	1	:	5	:	753	:	281
5	:	10	:	4	:	747	:	258
5	:	50	:	5	:	788	:	283
5	:	75	:	5	:	768	:	278
5	:	100	:	4	:	805	:	286
5	:	110	:	5	:	842	:	286
5	:	120	:	5	:	784	:	294
5	:	130	:	5	:	806	:	286
5	:	140	:	5	:	798	:	289
5	:	150	:	5	:	817	:	302
5	:	160	:	4	:	773	:	302
5	:	170	:	5	:	746	:	298
5	:	180	:	5	:	745	:	447
5	:	182	:	5	:	727	:	453
5	:	183	:	5	:	749	:	457
5	:	184	:	5	:	752	:	449
5	:	186	:	5	:	821	:	465
5	:	188	:	5	:	792	:	478
5	:	189	:	5	:	729	:	454
5	:	190	:	5	:	796	:	455
5	:	191	:	5	:	779	:	478
5	:	192	:	5	:	794	:	462
5	:	193	:	5	:	800	:	457
5	:	194	:	5	:	823	:	482
5	:	195	:	5	:	763	:	483
5	:	196	:	5	:	771	:	458
5	:	197	:	4	:	740	:	472
5	:	198	:	5	:	782	:	483
5	:	199	:	5	:	787	:	463
5	:	200	:	5	:	783	:	464
5	:	210	:	5	:	756	:	485
